int_rank,like_rank,interactions,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags
50,75,5.13,eoz1PDB5WLM,How To Fuel For A Long Bike Ride | Cycling Nutrition Tips,19/09/2019,14:49:46,300451,11881,366,06:07,"['fuel', 'pre ride', 'nutrition', 'sports nutrition', 'carbs', 'carb loading', 'carbohydrate', 'energy', 'energy bar', 'energy gel', 'porridge', 'food', 'water', 'eat', 'eating', 'hydration', 'what to eat', 'sugar', 'ride food', 'long distance', 'rice cakes', 'caffeine', 'coffee', 'protein', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'sec-how-to', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'r1', 'q1', 'ක', 'ළ', 'Բ', 'Հ', 'ፕ17', '3727']"
51,161,5.12,AcMLZSoYfhk,The Legendary Gravel Race You Need To Know: GCN Vs Paris Ancaster,14/05/2022,09:00:03,193326,7068,299,14:10,"['gravel', 'gravel bike', 'gravel ride', 'gravel race', 'race', 'bike race', 'challenge', 'sportive', 'canada', 'ontario', 'visit canada', 'paris ancaster', 'paris roubaix', 'roubaix', 'cross bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon lloyd', 'sec-feature', 'sca15', 'ꗧ', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ଧ', 'ළ', 'δ', 'ፕ14', 'ェ', 'ጎ', '4695', 'ዩ']"
51,207,5.12,Ne7PkdpNXbU,The Most Confusing Things About Road Cycling,17/07/2020,18:00:05,240327,5537,683,07:10,"['beginner', 'beginner cycling', 'buying a bike', 'new', 'beginner cycling tips', 'cycling jargon', 'jargon', 'light', 'weight', 'tips', 'tyres', 'hills', 'brakes', 'breaks', 'tires', 'shoes', 'cycling shoes', 'pedals', 'clip in', 'clipless', 'disc brakes', 'disc breaks', 'training', 'fit', 'fitter', 'fast', 'faster', 'lose weight', 'myths', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'sec-feature', 'gc21s', 'ិ', 'gc11shs', 'ଐ', 'gc11sas', 'Ղ', 'ཋ', 'ោ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ළ', 'Ա', 'Ե', 'Հ', 'ፕ15', 'ェ', 'ጎ', '4029']"
53,27,5.01,PJ8o0f2aAjA,Can A Gravel Bike Keep Up Off Road? | GCN Vs GMBN,30/08/2020,09:00:06,687093,22418,1206,13:07,"['shimano', 'grx', 'gravel', 'mountian', 'bike', 'biking', 'mtb', 'downhill', 'cross', 'country', 'shred', 'beginner', 'jump', 'off', 'road', 'groupset', 'clutch', 'shift', 'shifting', 'rear', 'mech', 'front', 'shifter', 'brakes', 'hydraulic', 'chain', 'enduro', 'vs', 'roadie', 'mtber', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'ollie', 'bridgewood', 'james', 'lowsley', 'williams', 'hank', 'sec-feature', 'sca15', 'gc21s', 'c1', 'gc11sas', 'n1', 'ସ', 'ଙ', 'パ', 'ィ', 'ゲ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ձ', 'ፕ15', 'ズ', 'ዮ', 'ፎ', '4073']"
54,105,4.97,HoFWEvvi9VM,Pro On A Cheap Amazon Bike Vs GCN Presenters | Tech Vs Talent,07/08/2021,09:00:15,318012,9490,649,09:55,"['hill', 'climb', 'andrew', 'feather', 'gcn vs', 'cheap', 'budget', 'super', 'bike', 'superbike', 'lightweight', 'light', 'eurobike', 'race', 'relay', 'team', 'cheddar', 'gorge', 'attack', 'tactics', 'amazon', 'super bike', 'heavy', '15kg', 'challenge', 'kom', 'uphill', 'solo', 'drop', 'dropped', '3 vs 1', '3 against 1', 'sprint', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'alex', 'paton', 'conor', 'dunne', 'ollie', 'bridgewood', 'sec-feature', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'Ղ', 'n1', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ፕ15', 'ጞ', 'ዮ', '꘎', '4415', 'r1']"
55,249,4.95,pEQjJKFTfHI,GCN#39;s Classic Rides |  Vancouver - British Columbia: Canada#39;s Cycling Hotbed,05/10/2019,09:00:07,179823,4577,447,18:53,"['granfondo', 'whistler', 'vancouver', 'rbc granfondo', 'canada', 'long ride', 'epic ride', 'climb', 'summit', 'to', 'sea', 'highway', 'sportive', 'british columbia', 'BC', 'british', 'columbia', 'bay', 'city cycling', 'bike path', 'city of glass', 'coffee', 'group ride', 'steph corker', 'corker', 'steph', 'triathlon', 'triathlete', 'rides', 'riding', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'jeremy', 'powers', 'sec-feature', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'h3', 'gc11sas', 'p1', 'Ղ', 'ཋ', 'ៈ', 'ළ', 'Բ', 'Ժ', 'ፕ15', '3743']"
56,153,4.92,P73Jk3bRW1w,7 Things Pro Cyclists Can#39;t Do But WE CAN,05/03/2021,12:11:05,245834,7335,483,07:20,"['professional cyclist', 'pro cyclist', 'rules', 'rule', 'banned', 'ban', ""can't do"", 'team', 'pro cycling team', 'pro cycling', 'super tuck', 'supertuck', 'aero', 'tuck', 'aerodynamic', 'not allowed', 'UCI', 'UCI rules', 'cycling rules', 'diet', 'police', 'bicycle rules', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'sec-top-10', 'sca15', 'gc21s', 'ិ', 'ꗶ', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'ළ', 'Դ', 'Հ', 'ፕ19', 'ザ', 'ጞ', 'ጎ', '4252']"
57,186,4.88,HOASHDryAwU,How To Ride In A City | Bike Riding Tips For Busy And Urban Streets,10/06/2020,16:42:07,243968,6323,565,06:42,"['city riding', 'city cycling', 'traffic', 'bike lane', 'cycle lane', 'navigation', 'safe city riding', 'how to ride safely in traffic', 'commute', 'commuting', 'commuting by bike', 'lights', 'visibility', 'bike lights', 'commuter race', 'GCN', 'Global Cycling Network', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'hank', 'sec-how-to', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'c1', 'gc11sas', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ଙ', 'ホ', 'パ', 'ィ', 'ළ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ17', 'ヵ', 'ዾ', '3992']"
57,236,4.88,GnBvRaAzal0,NEW Dura-Ace R9200 First Look amp; Ride!,01/09/2021,11:30:03,227656,4850,631,14:39,"['new', 'tech', 'hot', 'hot tech', 'dura-ace', 'modern', 'hightech', 'aero', 'disc', 'rim', 'brake', 'brakes', 'groupset', 'group', 'set', 'gear', 'gearset', 'cassette', '12 speed', '12-speed', 'gears', 'pro', 'top', 'level', 'kit', 'ergonomics', 'wheelset', 'wheels', 'wheel', 'wireless', 'shift', 'shifting', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ិ', 'ꗧ', 'ꔈ', 'ꗶ', 'ସ', 'ଙ', 'ホ', 'ケ', '߶\u200e', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4440', 'Di2', 'fast', 'faster', 'ANT+', 'mechanical', 'chain', 'hyperglide+', 'watts', 'aerodynamic']"
59,107,4.86,gsU4d2dwftk,Why The Road Bike Is The Only Bike You#39;ll Ever Need,04/06/2022,09:00:31,429892,9321,1162,07:13,"['road bike', 'gravel bike', 'n+1', 'what type of bike', 'best bike', 'road bike off road', 'off road', 'versatile', 'most versatile', 'fast', 'lightest', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'james', 'lowsley', 'williams', 'hank', 'sec-feature', 'sca15', 'gc21s', 'ꗧ', 'c1', 'ꗶ', 'Ղ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ළ', 'Ꮽ', 'Բ', 'ፕ15', 'ጎ', 'ዾ', '4716']"
60,144,4.84,dnlCkVw2TS8,Can We Beat A Tour De France Pro? 2 Vs 1 Challenge,26/02/2022,10:00:31,229473,7654,353,09:09,"['fred wright', 'fred', 'wright', 'bahrain victorious', 'bahrain', 'victorious', 'race', 'challenge', 'time trial', 'tt', 'merida', 'scultura', 'merida scultura', 'gcn', 'gcn vs', 'gcn race', 'gcn challenge', 'cycling', 'cycling challenge', '2 vs 1', '2vs1', '2v1', 'pro', 'cyclist', 'professional', 'world tour', 'worldtour', 'tour de france', 'tdf', 'tour', 'de', 'france', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'c1', 'Ղ', 'ඡ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'パ', '𐒌', 'ዩ', 'ළ', 'Ꮽ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'ፕ15', 'ュ', 'ዮ', '꘎', '4618']"
61,142,4.83,prYMM7D2qF8,How To Use Hand Signals Whilst Cycling | Essential Group Ride Communication For Bike Riders,08/10/2020,15:56:18,256577,7700,477,06:32,"['singal', 'hand signal', 'hand', 'gesture', 'communication', 'shout', 'shouting', 'obstacle', 'ride safely', 'safety', 'group ride', 'groups', 'bunch', 'communicating', 'danger', 'dangerous', 'hazard', 'driver', 'driving', 'avoid', 'crashing', 'point out', 'point', 'slow', 'turn', 'indicate', 'indicating', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'sec-how-to', 'sca15', 'gc21s', 'gc11shs', 'c3', 'ଐ', 'gc11sas', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ホ', 'ළ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ17', 'junction']"
62,115,4.82,gzoLQFI6crk,Roadie Vs Fixie | GCN#39;s Bicycle Courier Challenge,11/06/2021,09:00:16,309150,8713,623,09:32,"['road', 'roadie', 'super bike', 'fixie', 'fixed gear', 'track bike', 'alec', 'briggs', 'alec briggs', 'tekkerz', 'track racing', 'red hook', 'red hook crit', 'race', 'bristol', 'courier', 'bike courier', 'bike messanger', 'bicycle courier', 'fixie rider', 'fixie race', 'rixie skid', 'freewheel', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'hank', 'james', 'lowsley', 'williams', 'sec-feature', 'ិ', 'ꗧ', 'r1', 'ꗶ', 'Ղ', 'n1', 'ඡ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'ው', 'ꖐ', 'ළ', 'ꕉ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ15', 'ヵ', 'ዾ', '4358']"
63,294,4.77,37iMUrllNc0,An All-New Superbike | Colnago C68 In-Depth First Look,21/04/2022,08:00:53,203230,3911,584,16:38,"['ernesto', 'colnago', 'tadej', 'pogacar', 'tadej pogacar', 'carbon', 'fiber', 'carbon fibre', 'carbon fiber', 'fibre', 'light', 'lightweight', 'aero', 'aerodynamic', 'classic', 'italy', 'italian', 'hand made', 'handmade', 'hand-made', 'bespoke', 'NFT', 'first', 'look', 'first look', 'in depth', 'in-depth', 'new', 'brand new', 'brand', 'brand-new', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'ꗧ', 'ସ', 'ଙ', 'ホ', '𐒎', 'ꚳ', 'ዩ', 'ළ', 'Ꮽ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', '4672', 'new bike', 'new bikes']"
64,244,4.7,CEJ6Hop5_mM,Why Riding Slower Makes You Faster! | GCN Show Ep. 479,15/03/2022,17:26:34,208503,4673,521,28:51:00,"['tadej', 'pogacar', 'tadej pogacar', 'fast', 'faster', 'training', 'train', 'slower', 'slow', 'quick', 'quicker', 'hour', 'UAE', 'Emirates', 'uae emirates', 'science', 'gcn does science', 'mitoconria', 'threshold', 'tempo', 'fast twitch', 'fit', 'fitter', 'easy', 'easier', 'hack', 'bodge', 'hack or bodge', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'gcn show', 'the gcn show', 'Road Bicycle', 'GCN Cycling', 'velo', 'si', 'richardson', 'dan', 'lloyd', 'པ', 'sca15', 'ꗧ', 'c1', 'Ղ', 'ක', 'ሩ', 'ସ', 'ホ', 'パ', 'ው', 'ꖐ', 'ළ', 'ꕉ', 'Ꮽ', 'Բ', 'Ե', 'Լ', 'Ծ', 'Ձ', 'ፕ3', 'サ', 'ዎ', 'ኾ', '4635']"
65,285,4.69,WILMI5-6IUU,How To Look Like A Tour de France Rider | Look Like A Pro Cyclist,10/07/2019,15:19:02,147221,4068,294,07:30,"['le Tour', 'le Tour de France', 'tour de france', 'tour', 'the tour', 'tour of france', 'france', 'yellow', 'jersey', 'green', '2019', 'tdf', 'pro', 'professional', 'cyclist', 'pro cyclist', 'cafe', 'stop', 'kit', 'socks', 'pinarello', 'carbon', 'slammed', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'james', 'lowsley williams', 'chris', 'opie', 'sec-feature', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'r1', 'c1', 'h3', 'gc11sas', 'Ꮋ', 'n1', 'p1', 'Ղ', 'ཋ', 'ළ', 'Բ', 'Ծ', 'Հ', '3656']"
66,95,4.66,UOg1hHmGIQQ,How To Ride A Bike From Scratch! | A Beginners Guide To Starting Bike Riding,11/08/2021,11:27:43,418509,10447,919,12:46,"['bike', 'riding', 'new', 'learning', 'technique', 'pedal', 'cycling', 'newbike', 'bicycle', 'lesson', 'teach', 'beginer', 'pedals', 'sadle', 'ride', 'rideable', 'brakes', 'handlebar', 'position', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'How To', 'bike skills', 'cycling skills', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'hank', 'james', 'lowsley', 'williams', 'sec-how-to', 'gc21s', 'c1', 'ꗶ', 'n1', 'ଙ', 'ホ', 'ケ', 'パ', 'Ա', 'Լ', 'Ծ', 'Ձ', 'ፕ17', 'ጎ', '4419', 'new bike', 'beginner', 'how to ride a bike', 'ェ']"
66,155,4.66,OWcWrjdB2Ao,Inside The Workshop Of A Legendary Bike Frame Builder | GCN Meets Agustin Hincapié,19/04/2020,09:00:14,291705,7227,640,12:55,"['yt:cc=on', 'colombia', 'medellin', 'agustin hincapie', 'hincapie', 'george hincapie', 'frame building', 'frame builders', 'custom frame building', 'bespoke frame building', 'bespoke bicycle frame', 'workshop', 'bike workshop', 'custom road bicycle', 'tools', 'welding', 'steel frame', 'columbus', 'reynolds', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'simon', 'richardson', 'sec-feature', 'gc11shs', 'c3', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', '3940', 'how to build a bike', 'custom']"
66,174,4.66,3rSHl0-cG_A,NEW Shimano Ultegra R8100 First Look!,13/11/2021,10:00:02,311343,6611,792,16:13,"['gear', 'gears', 'cassette', '12 speed', '12-speed', 'ratio', 'pro', 'ultegra', 'dura ace', 'dura-ace', 'shimano', 'racing', 'race', 'fast', 'aero', 'light', 'efficient', 'lighweight', 'power meter', 'cheap', 'affordable', 'cheaper', 'price', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', 'ꗧ', 'ꔈ', 'ꗶ', 'ସ', 'ଙ', 'ホ', 'ケ', '߶\u200e', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Ի', 'Ծ', 'Ձ', 'ፕ15', 'サ', 'ኾ', '4512', 'shimano ultegra', 'new ultegra', 'new shimano', 'ultegra 8100', 'ultegra r8100', 'r8100', 'ultegra groupset', 'groupset', 'Ղ']"
69,44,4.63,tUOpd3C-a_o,€50 Bike VS Insanely Steep Climb! | GCN#39;s Cheap Bike Challenge,11/11/2020,16:14:33,658512,17060,1359,14:26,"['muro di sormano', 'steep climb', 'cycling up steep climbs', 'cheap bike', 'challenge', 'vs', 'cheap bike vs super bike', 'italy', 'lombardy', 'lombardia', 'hills', 'climbs', 'hairpin', 'italian cycling', 'il lombardia', 'nibali', 'the shark', 'shopping bike', 'cheap bike challenge', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'bridgewood', 'sec-feature', 'sca15', 'ិ', 'gc11shs', 'c3', 'ଐ', 'c1', 'gc11sas', 'Ꮋ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ュ', 'ዮ', 'ጎ', '4146']"
70,76,4.62,FS72Cd6-vdw,What#39;s It Like To Ride A Pro Gravel Race? | Manon#39;s First Race On Gravel!,25/09/2021,09:00:14,404374,11793,704,17:59,"['gravel', 'off-road', 'off road', 'race', 'champs', 'championships', 'national', 'dirt', 'aero', 'fast', 'pro', 'professional', 'endurance', 'epic', 'climb', 'climbing', 'climber', 'effort', 'hard', 'tricky', 'difficult', 'snad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'sec-feature', 'Ղ', 'n1', 'ඡ', 'ක', 'ཋ', 'ሙ', 'ସ', 'ホ', '߲\u200e', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Խ', 'Ձ', 'ፕ12', 'ጎ', '4464']"
70,202,4.62,g0DluHqL-5s,10 Biggest Descending Mistakes On A Road Bike,02/07/2021,09:00:16,235943,5651,537,05:41,"['down', 'hill', 'downhill', 'descend', 'descent', 'fast', 'speed', 'safe', 'danger', 'dangerous', 'risky', 'safely', 'jacket', 'look behind', 'crash', 'avoid', 'sunglasses', 'obstacles', 'confidence', 'surface', 'road', 'corners', 'blind', 'bend', 'familiar', 'brake', 'line', 'adjust', 'before corner', 'potholes', 'holes', 'stones', 'gravel', 'loose', 'wet', 'slick', 'hazards', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'sec-top-10', 'sca15', 'ិ', 'ꗧ', 'r1', 'c1', 'ꔈ', 'ꗶ', 'Ղ', 'n1', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'パ', 'ፕ20', 'ጎ', 'ጞ', 'ዾ', '4379']"
72,199,4.61,fN9tCS4LM3s,Why You Should Ride Gravel On Your Road Bike | GCN#39;s Guide To Taking Your Road Bike Off Road,18/07/2020,09:00:23,290834,5733,773,13:26,"['gravel', 'gravel bike', 'road bike', 'road bike off road', 'riding gravel on a road bike', 'gravel road', 'paved road', 'unpaved road', 'unmaintained road', '32mm tyres', 'strade bianche', 'strade', 'grip', 'trails', 'epic ride', 'gravel riding', 'how to ride gravel', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'jeremy', 'powers', 'jpow', 'sec-feature', 'gc21s', 'ិ', 'gc11shs', 'ඃ', 'c3', 'ଐ', 'r1', 'h3', 'gc11sas', 'n1', 'ඡ', 'ニ', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ィ', 'ඵ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ユ', 'ଅ', '4030']"
72,380,4.61,gTcTN8q3ww0,Are Weekend Warriors The Healthiest Cyclists? | The GCN Show Ep. 211,24/01/2017,18:20:55,158188,1862,557,22:07,"['gcn show', 'cycling', 'cycling news', 'pro cycling', 'bicycle', 'bike', 'weekend warriors', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'tour down under', 'richie porte', 'cyclocross', 'peter sagan', 'graphene', 'gcn cycling show', 'professional cycling', 'bike news', 'cyclocross world championshoips', 'bieles', 'ja17', 'sec-show', 'e1', 'q1', 'e3', 'g2']"
74,182,4.59,iW0DKcT5pB4,The Next Evolution Of Gravel Bike Tech? | SRAM XPLR Collection,29/08/2021,09:05:21,340179,6453,924,20:33,"['xplr', 'explore', 'sram', 'rockshox', 'zipp', 'wheels', 'gravel', 'mtb', 'off road', 'gear ratio', 'gears', 'low gear', 'drop post', 'dropper post', 'suspension', 'gravel bike', 'grizl', '10-44', 'derailleur', 'wireless', 'fork', 'rock shox', 'rudy', 'handling', 'travel', '30mm', '40mm', 'reverb', 'zipp 101', 'compliance', 'comfort', 'fun', 'rims', 'strava segment', 'tech', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'ꗧ', 'r1', 'gc11sas', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ꗖ', 'gc24b', 'ዩ', 'ፕ15', 'ኾ', '4437', 'ꔦ']"
75,217,4.57,#NAME?,Fastest Aero Upgrade | Ollie#39;s Hour Of Power,14/02/2020,14:14:12,214568,5328,450,13:39,"['aero', 'aero upgrade', 'fast', 'faster', 'fastest', 'hour', 'hour record', 'eddy merckx', 'aerodynamic', 'aerodynamics', 'skinsuit', 'jersey', 'shorts', 'clothing', 'custom', 'speed', 'free', 'free speed', 'aerocoach', 'wind tunnel', 'test', 'testing', 'watts', 'save watts', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Ollie', 'Bridgewood', 'sec-feature', 'gc21s', 'gc11shs', 'ඃ', 'c3', 'ଐ', 'gc11sas', 'Ꮋ', 'ක', 'ཋ', 'ዘ', 'ሹ', 'ዩ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ14', '3875']"
76,247,4.56,qmPzMDJLmPA,Top Tips To Improve Your Maximum Speed! | How To Get Even Faster On Your Road Bike,31/03/2021,13:39:31,168907,4619,317,08:37,"['speed', 'fast', 'maximum', 'faster', 'fastest', 'cycling speed', 'aero', 'aerodynamic', 'sprint', 'sprinting', 'road bike sprinting', 'power', 'watts', 'tailwind', 'tail wind', 'latex tubes', 'rolling resistance', 'skinsuit', 'caleb ewan', 'mark cavendish', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'Top 10', 'GCN Cycling', 'velo', 'manon', 'lloyd', 'james', 'lowsley', 'williams', 'sec-top-10', 'sca15', 'gc21s', 'ិ', 'gc11shs', 'ꗧ', 'r1', 'c1', 'gc11sas', 'ꗶ', 'n1', 'Ղ', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ළ', 'Ա', 'Ժ', 'Լ', 'Ծ', 'Հ', 'ፕ19', 'ェ', 'ጎ', 'ዾ', '4286']"
77,38,4.55,o9etZyL5EnY,1 Pro Hill Climber Vs 4 GCN Presenters | KOM Challenge,17/07/2021,09:00:15,567527,18231,764,10:43,"['KOM', 'Hill Climb', 'hill', 'climb', 'challenge', 'race', 'vs', 'versus', 'pro', 'pro hill climber', 'power', 'steep', 'cheddar gorge', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'sca15', 'gc21s', 'ិ', 'ꗧ', 'c1', 'ꔈ', 'ꗶ', 'Ꮋ', 'ᠫ', 'n1', 'ཋ', 'ሙ', 'ସ', 'ଙ', 'ホ', 'ケ', 'パ', 'ළ', 'Բ', 'Ժ', 'Լ', 'Ծ', 'Ձ', 'ፕ15', 'ዮ', 'ጎ', 'ጞ', '4394', 'hill climber', 'pro cyclist', 'watts', 'wattage bazooka', 'speed', 'fast', 'relay', 'ex-pro', 'V02 max', 'Alex Dowsett', 'Presenter challenge', 'aero', 'aero dynamic', 'lightweight', 'light', 'weight', 'Ղ']"
